t_s,ref_x_mm,ref_y_mm,ref_psi_deg,pose_x_mm,pose_y_mm,pose_psi_deg,err_x_mm,err_y_mm,err_psi_deg
0.00000,260.00000,0.00000,0.00000,270.00000,0.00000,0.00000,10.00000,0.00000,0.00000
0.20000,259.99013,1.88465,0.00000,270.00000,0.00000,0.00000,10.00987,-1.88465,0.00000
0.40000,259.96053,3.76743,0.00000,269.99800,0.92873,0.00235,10.03746,-2.83870,0.00235
0.60000,259.91124,5.64650,0.00000,269.98706,2.35049,0.00651,10.07582,-3.29601,0.00651
0.80000,259.84229,7.51999,0.00000,269.95498,4.04901,0.02328,10.11268,-3.47098,0.02328
1.00000,259.75377,9.38607,0.00000,269.51858,5.89880,0.24208,9.76481,-3.48726,0.24208
1.20000,259.64575,11.24288,0.00000,265.80095,7.27460,1.60191,6.15520,-3.96828,1.60191
1.40000,259.51834,13.08859,0.00000,260.30359,8.41396,2.85988,0.78525,-4.67463,2.85988
1.60000,259.37166,14.92139,0.00000,259.53622,10.50096,1.82939,0.16456,-4.42043,1.82939
1.80000,259.20587,16.73947,0.00000,259.39806,12.58030,1.03177,0.19219,-4.15916,1.03177
2.00000,259.02113,18.54102,0.00000,259.20110,14.54087,0.60855,0.17997,-4.00014,0.60855
2.20000,258.81762,20.32428,0.00000,259.00690,16.43652,0.36965,0.18929,-3.88775,0.36965
2.40000,258.59553,22.08747,0.00000,258.80221,18.28541,0.23748,0.20668,-3.80207,0.23748
2.60000,258.35509,23.82887,0.00000,258.58427,20.09890,0.16540,0.22918,-3.72997,0.16540
2.80000,258.09654,25.54676,0.00000,258.35187,21.88277,0.12711,0.25533,-3.66399,0.12711
3.00000,257.82013,27.23943,0.00000,258.10453,23.63944,0.10782,0.28440,-3.59999,0.10782
3.20000,257.52613,28.90522,0.00000,257.84212,25.36944,0.09929,0.31599,-3.53578,0.09929
3.40000,257.21484,30.54248,0.00000,257.56466,27.07229,0.09688,0.34982,-3.47020,0.09688
3.60000,256.88656,32.14961,0.00000,257.27227,28.74692,0.09805,0.38571,-3.40268,0.09805
3.80000,256.54161,33.72500,0.00000,256.96509,30.39204,0.10137,0.42347,-3.33296,0.10137
4.00000,256.18034,35.26712,0.00000,256.64331,32.00620,0.10606,0.46297,-3.26092,0.10606
4.20000,255.80310,36.77442,0.00000,256.30712,33.58792,0.11169,0.50402,-3.18650,0.11169
4.40000,255.41026,38.24544,0.00000,255.95674,35.13572,0.11803,0.54648,-3.10972,0.11803
4.60000,255.00222,39.67871,0.00000,255.59238,36.64815,0.12495,0.59016,-3.03056,0.12495
4.80000,254.57937,41.07283,0.00000,255.21427,38.12378,0.13238,0.63490,-2.94905,0.13238
5.00000,254.14214,42.42641,0.00000,254.82264,39.56123,0.14029,0.68051,-2.86518,0.14029
5.20000,253.69094,43.73812,0.00000,254.41775,40.95914,0.14866,0.72680,-2.77897,0.14866
5.40000,253.22624,45.00666,0.00000,253.99983,42.31624,0.15747,0.77359,-2.69042,0.15747
5.60000,252.74848,46.23079,0.00000,253.56916,43.63127,0.16671,0.82068,-2.59953,0.16671
5.80000,252.25814,47.40930,0.00000,253.12603,44.90299,0.17638,0.86789,-2.50631,0.17638
6.00000,251.75571,48.54102,0.00000,252.67072,46.13028,0.18646,0.91502,-2.41074,0.18646
6.20000,251.24167,49.62483,0.00000,252.20356,47.31209,0.19694,0.96189,-2.31275,0.19694
6.40000,250.71654,50.65968,0.00000,251.72486,48.44715,0.20781,1.00832,-2.21252,0.20781
6.60000,250.18083,51.64452,0.00000,251.23498,49.53462,0.21904,1.05415,-2.10991,0.21904
6.80000,249.63507,52.57840,0.00000,250.73429,50.57351,0.23061,1.09922,-2.00489,0.23061
7.00000,249.07981,53.46039,0.00000,250.22320,51.56292,0.24250,1.14339,-1.89747,0.24250
7.20000,248.51559,54.28962,0.00000,249.70214,52.50202,0.25466,1.18655,-1.78760,0.25466
7.40000,247.94296,55.06528,0.00000,249.17157,53.39004,0.26708,1.22861,-1.67523,0.26708
7.60000,247.36249,55.78659,0.00000,248.63201,54.22623,0.27968,1.26952,-1.56036,0.27968
7.80000,246.77476,56.45285,0.00000,248.08402,55.01000,0.29244,1.30926,-1.44285,0.29244
8.00000,246.18034,57.06339,0.00000,247.52735,55.73979,0.30566,1.34701,-1.32360,0.30566
8.20000,245.57982,57.61762,0.00000,246.95874,56.40994,0.32089,1.37891,-1.20768,0.32089
8.40000,244.97380,58.11499,0.00000,246.38058,57.02246,0.33644,1.40679,-1.09253,0.33644
8.60000,244.36286,58.55501,0.00000,245.79466,57.57786,0.35167,1.43180,-0.97715,0.35167
8.80000,243.74763,58.93724,0.00000,245.20223,58.07625,0.36648,1.45460,-0.86098,0.36648
9.00000,243.12869,59.26130,0.00000,244.60439,58.51718,0.38082,1.47570,-0.74412,0.38082
9.20000,242.50666,59.52688,0.00000,244.00196,58.90042,0.39478,1.49529,-0.62646,0.39478
9.40000,241.88217,59.73372,0.00000,243.39569,59.22567,0.40843,1.51353,-0.50805,0.40843
9.60000,241.25581,59.88160,0.00000,242.78634,59.49260,0.42179,1.53053,-0.38901,0.42179
9.80000,240.62822,59.97039,0.00000,242.17445,59.70103,0.43493,1.54624,-0.26937,0.43493
10.00000,240.00000,60.00000,0.00000,241.56071,59.85071,0.44784,1.56071,-0.14929,0.44784
10.20000,239.37178,59.97039,0.00000,240.94578,59.94159,0.46049,1.57399,-0.02880,0.46049
10.40000,238.74419,59.88160,0.00000,240.33016,59.97340,0.47290,1.58597,0.09179,0.47290
10.60000,238.11783,59.73372,0.00000,239.71450,59.94619,0.48503,1.59667,0.21247,0.48503
10.80000,237.49334,59.52688,0.00000,239.09940,59.86001,0.49685,1.60607,0.33313,0.49685
11.00000,236.87131,59.26130,0.00000,238.48545,59.71493,0.50833,1.61414,0.45363,0.50833
11.20000,236.25237,58.93724,0.00000,237.87323,59.51107,0.51943,1.62086,0.57384,0.51943
11.40000,235.63714,58.55501,0.00000,237.26337,59.24876,0.53011,1.62624,0.69375,0.53011
11.60000,235.02620,58.11499,0.00000,236.65636,58.92789,0.54037,1.63015,0.81290,0.54037
11.80000,234.42018,57.61762,0.00000,236.05280,58.54900,0.55013,1.63263,0.93138,0.55013
12.00000,233.81966,57.06339,0.00000,235.45329,58.11240,0.55936,1.63363,1.04901,0.55936
12.20000,233.22524,56.45285,0.00000,234.85838,57.61849,0.56802,1.63314,1.16565,0.56802
12.40000,232.63751,55.78659,0.00000,234.26864,57.06772,0.57607,1.63113,1.28113,0.57607
12.60000,232.05704,55.06528,0.00000,233.68460,56.46059,0.58347,1.62756,1.39531,0.58347
12.80000,231.48441,54.28962,0.00000,233.10683,55.79762,0.59018,1.62241,1.50799,0.59018
13.00000,230.92019,53.46039,0.00000,232.53591,55.07970,0.59614,1.61572,1.61931,0.59614
13.20000,230.36493,52.57840,0.00000,231.97225,54.30697,0.60136,1.60733,1.72856,0.60136
13.40000,229.81917,51.64452,0.00000,231.41645,53.48045,0.60576,1.59728,1.83593,0.60576
13.60000,229.28346,50.65968,0.00000,230.86902,52.60091,0.60930,1.58556,1.94124,0.60930
13.80000,228.75833,49.62483,0.00000,230.33047,51.66915,0.61195,1.57214,2.04431,0.61195
14.00000,228.24429,48.54102,0.00000,229.80128,50.68599,0.61367,1.55699,2.14497,0.61367
14.20000,227.74186,47.40930,0.00000,229.28195,49.65243,0.61443,1.54009,2.24313,0.61443
14.40000,227.25152,46.23079,0.00000,228.77295,48.56939,0.61419,1.52143,2.33860,0.61419
14.60000,226.77376,45.00666,0.00000,228.27475,47.43789,0.61292,1.50098,2.43122,0.61292
14.80000,226.30906,43.73812,0.00000,227.78778,46.25896,0.61059,1.47872,2.52084,0.61059
15.00000,225.85786,42.42641,0.00000,227.31250,45.03381,0.60717,1.45463,2.60740,0.60717
15.20000,225.42063,41.07283,0.00000,226.84941,43.76377,0.60262,1.42878,2.69095,0.60262
15.40000,224.99778,39.67871,0.00000,226.39873,42.44951,0.59697,1.40096,2.77080,0.59697
15.60000,224.58974,38.24544,0.00000,225.96099,41.09268,0.59014,1.37126,2.84724,0.59014
15.80000,224.19690,36.77442,0.00000,225.53656,39.69456,0.58213,1.33966,2.92013,0.58213
16.00000,223.81966,35.26712,0.00000,225.12581,38.25647,0.57292,1.30615,2.98935,0.57292
16.20000,223.45839,33.72500,0.00000,224.72912,36.77988,0.56251,1.27073,3.05488,0.56251
16.40000,223.11344,32.14961,0.00000,224.34681,35.26619,0.55090,1.23337,3.11658,0.55090
16.60000,222.78516,30.54248,0.00000,223.97921,33.71687,0.53808,1.19406,3.17438,0.53808
16.80000,222.47387,28.90522,0.00000,223.62667,32.13354,0.52405,1.15280,3.22832,0.52405
17.00000,222.17987,27.23943,0.00000,223.28946,30.51772,0.50882,1.10959,3.27829,0.50882
17.20000,221.90346,25.54676,0.00000,222.96788,28.87106,0.49240,1.06442,3.32430,0.49240
17.40000,221.64491,23.82887,0.00000,222.66220,27.19517,0.47480,1.01729,3.36630,0.47480
17.60000,221.40447,22.08747,0.00000,222.37271,25.49186,0.45605,0.96824,3.40439,0.45605
17.80000,221.18238,20.32428,0.00000,222.09964,23.76281,0.43618,0.91726,3.43853,0.43618
18.00000,220.97887,18.54102,0.00000,221.84322,22.00976,0.41521,0.86435,3.46874,0.41521
18.20000,220.79413,16.73947,0.00000,221.60371,20.23462,0.39317,0.80959,3.49515,0.39317
18.40000,220.62834,14.92139,0.00000,221.38132,18.43916,0.37011,0.75298,3.51777,0.37011
18.60000,220.48166,13.08859,0.00000,221.17622,16.62524,0.34607,0.69456,3.53665,0.34607
