t_s,ref_x_mm,ref_y_mm,ref_psi_deg,pose_x_mm,pose_y_mm,pose_psi_deg,err_x_mm,err_y_mm,err_psi_deg
0.00000,260.00000,0.00000,0.00000,260.01509,-0.01585,0.05123,0.01509,-0.01585,0.05123
0.05000,259.99938,0.47123,0.00000,261.29763,-0.22827,0.23328,1.29825,-0.69950,0.23328
0.10000,259.99753,0.94244,0.00000,262.20483,-1.98487,-0.11010,2.20730,-2.92731,-0.11010
0.15000,259.99445,1.41359,0.00000,262.15684,-1.00420,-0.00081,2.16239,-2.41778,-0.00081
0.20000,259.99013,1.88465,0.00000,262.02817,0.13068,-0.15190,2.03804,-1.75397,-0.15190
0.25000,259.98458,2.35559,0.00000,262.58699,4.59263,0.59576,2.60241,2.23705,0.59576
0.30000,259.97780,2.82639,0.00000,262.96757,2.41331,0.12577,2.98977,-0.41308,0.12577
0.35000,259.96978,3.29701,0.00000,262.82138,0.80515,-0.34242,2.85160,-2.49186,-0.34242
0.40000,259.96053,3.76743,0.00000,262.04844,0.44226,-0.94638,2.08791,-3.32517,-0.94638
0.45000,259.95006,4.23762,0.00000,260.80804,0.58742,-1.38081,0.85799,-3.65020,-1.38081
0.50000,259.93835,4.70755,0.00000,259.87910,1.18737,-1.81031,-0.05925,-3.52017,-1.81031
0.55000,259.92541,5.17718,0.00000,259.66737,2.58673,-1.09263,-0.25804,-2.59046,-1.09263
0.60000,259.91124,5.64650,0.00000,259.31389,3.13142,-1.21547,-0.59735,-2.51508,-1.21547
0.65000,259.89584,6.11547,0.00000,259.81042,4.28509,-0.22326,-0.08542,-1.83037,-0.22326
0.70000,259.87922,6.58406,0.00000,259.87755,5.05374,-0.40892,-0.00167,-1.53032,-0.40892
0.75000,259.86137,7.05224,0.00000,259.72884,5.60957,-0.36568,-0.13253,-1.44267,-0.36568
0.80000,259.84229,7.51999,0.00000,260.15587,6.73177,0.32746,0.31358,-0.78822,0.32746
0.85000,259.82199,7.98728,0.00000,259.71991,6.94233,0.16797,-0.10209,-1.04495,0.16797
0.90000,259.80047,8.45407,0.00000,259.67356,7.36247,-0.00292,-0.12691,-1.09160,-0.00292
0.95000,259.77773,8.92035,0.00000,259.91037,7.53382,-0.21704,0.13264,-1.38653,-0.21704
1.00000,259.75377,9.38607,0.00000,259.73597,7.92598,-0.14752,-0.01780,-1.46009,-0.14752
1.05000,259.72859,9.85121,0.00000,259.70162,8.53887,-0.40583,-0.02697,-1.31234,-0.40583
1.10000,259.70219,10.31575,0.00000,260.03203,9.75341,0.46830,0.32984,-0.56233,0.46830
1.15000,259.67457,10.77964,0.00000,259.48251,9.93772,0.30261,-0.19207,-0.84192,0.30261
1.20000,259.64575,11.24288,0.00000,259.83367,10.19905,0.26200,0.18793,-1.04382,0.26200
1.25000,259.61571,11.70542,0.00000,259.48664,10.58915,0.06838,-0.12907,-1.11627,0.06838
1.30000,259.58446,12.16724,0.00000,259.62008,11.31537,-0.08600,0.03562,-0.85187,-0.08600
1.35000,259.55200,12.62831,0.00000,259.50466,11.37726,-0.28337,-0.04733,-1.25104,-0.28337
1.40000,259.51834,13.08859,0.00000,259.40584,11.85459,-0.22823,-0.11250,-1.23400,-0.22823
1.45000,259.48347,13.54808,0.00000,259.71131,12.05663,-0.19970,0.22785,-1.49145,-0.19970
1.50000,259.44740,14.00672,0.00000,259.47678,12.78058,-0.42275,0.02938,-1.22614,-0.42275
1.55000,259.41013,14.46450,0.00000,259.47228,13.71477,0.52204,0.06215,-0.74973,0.52204
1.60000,259.37166,14.92139,0.00000,259.53185,14.00357,0.23375,0.16019,-0.91782,0.23375
1.65000,259.33200,15.37736,0.00000,259.28159,14.53823,0.32968,-0.05041,-0.83913,0.32968
1.70000,259.29115,15.83238,0.00000,259.38761,14.76207,0.24918,0.09646,-1.07032,0.24918
1.75000,259.24910,16.28643,0.00000,259.20395,15.26304,0.17259,-0.04515,-1.02339,0.17259
1.80000,259.20587,16.73947,0.00000,259.05253,15.86184,0.03596,-0.15334,-0.87763,0.03596
1.85000,259.16146,17.19147,0.00000,259.32482,16.22835,0.06729,0.16336,-0.96312,0.06729
1.90000,259.11586,17.64242,0.00000,259.36158,16.56915,0.13268,0.24572,-1.07327,0.13268
1.95000,259.06908,18.09228,0.00000,259.30690,17.22311,0.08495,0.23781,-0.86916,0.08495
2.00000,259.02113,18.54102,0.00000,259.24159,17.66214,-0.03227,0.22046,-0.87888,-0.03227
2.05000,258.97200,18.98862,0.00000,258.89600,17.95276,-0.13216,-0.07601,-1.03586,-0.13216
2.10000,258.92171,19.43505,0.00000,258.84550,18.40372,-0.13263,-0.07621,-1.03132,-0.13263
2.15000,258.87024,19.88027,0.00000,258.86027,18.64953,-0.07028,-0.00998,-1.23074,-0.07028
2.20000,258.81762,20.32428,0.00000,258.99720,19.38653,-0.08189,0.17959,-0.93774,-0.08189
2.25000,258.76383,20.76702,0.00000,259.03245,19.82226,0.01550,0.26862,-0.94477,0.01550
2.30000,258.70888,21.20849,0.00000,258.55441,20.23067,-0.04846,-0.15447,-0.97782,-0.04846
2.35000,258.65278,21.64865,0.00000,258.85175,20.55255,-0.02905,0.19896,-1.09610,-0.02905
2.40000,258.59553,22.08747,0.00000,258.78369,20.91689,-0.19360,0.18816,-1.17058,-0.19360
2.45000,258.53713,22.52493,0.00000,258.66675,21.32379,0.06464,0.12962,-1.20115,0.06464
2.50000,258.47759,22.96101,0.00000,258.57632,21.94608,-0.05723,0.09873,-1.01493,-0.05723
2.55000,258.41691,23.39566,0.00000,258.48537,22.42931,-0.07472,0.06847,-0.96635,-0.07472
2.60000,258.35509,23.82887,0.00000,258.52566,22.88759,-0.01650,0.17056,-0.94128,-0.01650
2.65000,258.29214,24.26062,0.00000,258.13762,23.42481,0.08769,-0.15453,-0.83580,0.08769
2.70000,258.22807,24.69086,0.00000,258.32596,23.78164,0.29988,0.09789,-0.90922,0.29988
2.75000,258.16286,25.11958,0.00000,258.33868,24.31073,0.08627,0.17581,-0.80885,0.08627
2.80000,258.09654,25.54676,0.00000,258.48725,24.87550,0.33490,0.39071,-0.67126,0.33490
2.85000,258.02910,25.97235,0.00000,258.21229,25.33652,0.31465,0.18319,-0.63583,0.31465
2.90000,257.96055,26.39635,0.00000,258.19981,25.65268,0.20222,0.23926,-0.74367,0.20222
2.95000,257.89089,26.81872,0.00000,258.16421,25.87882,0.33527,0.27332,-0.93990,0.33527
3.00000,257.82013,27.23943,0.00000,257.91805,26.48682,0.44706,0.09792,-0.75261,0.44706
3.05000,257.74827,27.65846,0.00000,257.83141,27.07378,0.49163,0.08314,-0.58468,0.49163
3.10000,257.67531,28.07579,0.00000,257.72150,27.78640,0.53155,0.04618,-0.28939,0.53155
3.15000,257.60127,28.49138,0.00000,257.65881,27.81309,0.44542,0.05755,-0.67830,0.44542
3.20000,257.52613,28.90522,0.00000,257.78748,28.49157,0.58191,0.26135,-0.41365,0.58191
3.25000,257.44992,29.31727,0.00000,257.77937,28.78004,0.60461,0.32945,-0.53724,0.60461
3.30000,257.37263,29.72752,0.00000,257.43016,29.45793,0.64257,0.05753,-0.26959,0.64257
3.35000,257.29427,30.13593,0.00000,257.33589,29.60606,0.79735,0.04162,-0.52987,0.79735
3.40000,257.21484,30.54248,0.00000,257.43799,30.19525,0.80854,0.22315,-0.34724,0.80854
3.45000,257.13435,30.94715,0.00000,257.03550,29.88197,-0.00349,-0.09885,-1.06518,-0.00349
3.50000,257.05280,31.34991,0.00000,257.16051,30.73450,-0.04281,0.10771,-0.61542,-0.04281
3.55000,256.97020,31.75074,0.00000,257.16890,30.87465,0.18117,0.19870,-0.87609,0.18117
3.60000,256.88656,32.14961,0.00000,257.03901,31.30499,0.18123,0.15245,-0.84462,0.18123
3.65000,256.80187,32.54649,0.00000,257.27588,31.14628,-0.68909,0.47401,-1.40021,-0.68909
3.70000,256.71615,32.94137,0.00000,256.74040,31.78280,-0.40368,0.02425,-1.15857,-0.40368
3.75000,256.62939,33.33421,0.00000,256.91514,32.34528,-0.21345,0.28575,-0.98894,-0.21345
3.80000,256.54161,33.72500,0.00000,256.61663,32.61733,-0.10653,0.07502,-1.10768,-0.10653
3.85000,256.45281,34.11371,0.00000,256.42682,33.41778,0.23061,-0.02599,-0.69593,0.23061
3.90000,256.36299,34.50032,0.00000,256.40020,33.64221,0.11244,0.03720,-0.85811,0.11244
3.95000,256.27217,34.88479,0.00000,256.38638,33.92376,0.31083,0.11421,-0.96103,0.31083
4.00000,256.18034,35.26712,0.00000,256.53338,34.09078,-0.30281,0.35304,-1.17634,-0.30281
4.05000,256.08751,35.64726,0.00000,256.24304,34.95666,-0.15078,0.15553,-0.69061,-0.15078
4.10000,255.99369,36.02521,0.00000,256.18829,35.57505,-0.01078,0.19460,-0.45016,-0.01078
4.15000,255.89889,36.40094,0.00000,256.02315,35.73431,0.17145,0.12426,-0.66663,0.17145
