t_s,ref_x_mm,ref_y_mm,ref_psi_deg,pose_x_mm,pose_y_mm,pose_psi_deg,err_x_mm,err_y_mm,err_psi_deg
0.00000,260.00000,0.00000,0.00000,260.01509,-0.01585,0.05123,0.01509,-0.01585,0.05123
0.05000,259.99938,0.47123,0.00000,261.29763,-0.22827,0.23328,1.29825,-0.69950,0.23328
0.10000,259.99753,0.94244,0.00000,261.79569,-0.02665,0.03757,1.79816,-0.96909,0.03757
0.15000,259.99445,1.41359,0.00000,261.79872,3.52454,0.58873,1.80427,2.11095,0.58873
0.20000,259.99013,1.88465,0.00000,261.64470,0.79692,-0.19555,1.65457,-1.08773,-0.19555
0.25000,259.98458,2.35559,0.00000,261.30337,-0.79608,-0.77978,1.31879,-3.15167,-0.77978
0.30000,259.97780,2.82639,0.00000,260.72233,-1.12965,-1.31354,0.74453,-3.95604,-1.31354
0.35000,259.96978,3.29701,0.00000,260.17405,-1.17320,-1.67853,0.20427,-4.47021,-1.67853
0.40000,259.96053,3.76743,0.00000,259.63709,-0.47257,-2.01523,-0.32344,-4.24000,-2.01523
0.45000,259.95006,4.23762,0.00000,259.31151,1.06263,-1.01502,-0.63854,-3.17499,-1.01502
0.50000,259.93835,4.70755,0.00000,259.26446,1.88438,-1.13178,-0.67389,-2.82317,-1.13178
0.55000,259.92541,5.17718,0.00000,259.67027,3.50501,-0.08138,-0.25514,-1.67217,-0.08138
0.60000,259.91124,5.64650,0.00000,259.61412,4.10159,-0.14177,-0.29712,-1.54491,-0.14177
0.65000,259.89584,6.11547,0.00000,259.96591,4.54052,-0.16917,0.07007,-1.57494,-0.16917
0.70000,259.87922,6.58406,0.00000,260.08459,6.02105,0.51198,0.20537,-0.56301,0.51198
0.75000,259.86137,7.05224,0.00000,259.87081,6.50676,0.47147,0.00944,-0.54549,0.47147
0.80000,259.84229,7.51999,0.00000,260.11129,6.83074,0.17378,0.26900,-0.68925,0.17378
0.85000,259.82199,7.98728,0.00000,259.70094,6.96905,0.02272,-0.12106,-1.01823,0.02272
0.90000,259.80047,8.45407,0.00000,259.67016,7.32523,-0.14309,-0.13032,-1.12885,-0.14309
0.95000,259.77773,8.92035,0.00000,259.90357,7.45344,-0.35661,0.12584,-1.46691,-0.35661
1.00000,259.75377,9.38607,0.00000,259.74240,7.82023,-0.27781,-0.01137,-1.56583,-0.27781
1.05000,259.72859,9.85121,0.00000,259.80707,9.09675,0.32855,0.07848,-0.75446,0.32855
1.10000,259.70219,10.31575,0.00000,260.02918,9.57274,0.25823,0.32699,-0.74301,0.25823
1.15000,259.67457,10.77964,0.00000,259.52251,9.76284,0.12229,-0.15206,-1.01681,0.12229
1.20000,259.64575,11.24288,0.00000,259.88725,10.04451,0.10184,0.24150,-1.19837,0.10184
1.25000,259.61571,11.70542,0.00000,259.57157,10.45624,-0.06546,-0.04413,-1.24918,-0.06546
1.30000,259.58446,12.16724,0.00000,259.71441,11.21035,-0.20152,0.12996,-0.95688,-0.20152
1.35000,259.55200,12.62831,0.00000,259.60160,11.30179,-0.38354,0.04960,-1.32652,-0.38354
1.40000,259.51834,13.08859,0.00000,259.49470,11.81000,-0.31744,-0.02364,-1.27859,-0.31744
1.45000,259.48347,13.54808,0.00000,259.78263,12.03893,-0.28280,0.29916,-1.50915,-0.28280
1.50000,259.44740,14.00672,0.00000,259.63602,13.45798,0.37252,0.18863,-0.54874,0.37252
1.55000,259.41013,14.46450,0.00000,259.53213,13.65938,0.38488,0.12200,-0.80512,0.38488
1.60000,259.37166,14.92139,0.00000,259.59769,13.94348,0.10844,0.22603,-0.97791,0.10844
1.65000,259.33200,15.37736,0.00000,259.36105,14.47164,0.21803,0.02905,-0.90572,0.21803
1.70000,259.29115,15.83238,0.00000,259.47589,14.68888,0.14864,0.18474,-1.14350,0.14864
1.75000,259.24910,16.28643,0.00000,259.30318,15.18511,0.08365,0.05408,-1.10132,0.08365
1.80000,259.20587,16.73947,0.00000,259.15658,15.78086,-0.04399,-0.04930,-0.95861,-0.04399
1.85000,259.16146,17.19147,0.00000,259.42304,16.15093,-0.00700,0.26158,-1.04055,-0.00700
1.90000,259.11586,17.64242,0.00000,259.45621,16.50083,0.06541,0.34035,-1.14159,0.06541
1.95000,259.06908,18.09228,0.00000,259.40416,17.16179,0.02618,0.33508,-0.93048,0.02618
2.00000,259.02113,18.54102,0.00000,259.34386,17.60976,-0.08172,0.32273,-0.93126,-0.08172
2.05000,258.97200,18.98862,0.00000,259.00347,17.91382,-0.17178,0.03147,-1.07479,-0.17178
2.10000,258.92171,19.43505,0.00000,258.95213,18.37560,-0.16554,0.03042,-1.05945,-0.16554
2.15000,258.87024,19.88027,0.00000,258.96179,18.62912,-0.09899,0.09154,-1.25115,-0.09899
2.20000,258.81762,20.32428,0.00000,259.09491,19.36797,-0.10733,0.27729,-0.95631,-0.10733
2.25000,258.76383,20.76702,0.00000,259.12770,19.80951,-0.00571,0.36388,-0.95751,-0.00571
2.30000,258.70888,21.20849,0.00000,258.65282,20.22454,-0.06349,-0.05606,-0.98395,-0.06349
2.35000,258.65278,21.64865,0.00000,258.95064,20.54753,-0.04020,0.29786,-1.10112,-0.04020
2.40000,258.59553,22.08747,0.00000,258.88582,20.91476,-0.19975,0.29029,-1.17272,-0.19975
2.45000,258.53713,22.52493,0.00000,258.77205,21.32557,0.06343,0.23492,-1.19937,0.06343
2.50000,258.47759,22.96101,0.00000,258.68937,21.94384,-0.05353,0.21178,-1.01717,-0.05353
2.55000,258.41691,23.39566,0.00000,258.60343,22.42295,-0.06735,0.18652,-0.97271,-0.06735
2.60000,258.35509,23.82887,0.00000,258.64486,22.87894,-0.00672,0.28977,-0.94994,-0.00672
2.65000,258.29214,24.26062,0.00000,258.25777,23.41413,0.09967,-0.03438,-0.84648,0.09967
2.70000,258.22807,24.69086,0.00000,258.44591,23.76900,0.31350,0.21785,-0.92186,0.31350
2.75000,258.16286,25.11958,0.00000,258.46165,24.29439,0.10222,0.29879,-0.82520,0.10222
2.80000,258.09654,25.54676,0.00000,258.61043,24.86118,0.35312,0.51388,-0.68557,0.35312
2.85000,258.02910,25.97235,0.00000,258.33692,25.33206,0.33700,0.30781,-0.64030,0.33700
2.90000,257.96055,26.39635,0.00000,258.32638,25.66137,0.22945,0.36583,-0.73498,0.22945
2.95000,257.89089,26.81872,0.00000,258.29342,25.90138,0.36765,0.40253,-0.91734,0.36765
3.00000,257.82013,27.23943,0.00000,258.05709,26.51533,0.48560,0.23696,-0.72410,0.48560
3.05000,257.74827,27.65846,0.00000,257.98247,27.10380,0.53615,0.23420,-0.55466,0.53615
3.10000,257.67531,28.07579,0.00000,257.88301,27.81984,0.58177,0.20769,-0.25595,0.58177
3.15000,257.60127,28.49138,0.00000,257.82561,27.85550,0.50048,0.22434,-0.63588,0.50048
3.20000,257.52613,28.90522,0.00000,257.95794,28.54114,0.64078,0.43180,-0.36408,0.64078
3.25000,257.44992,29.31727,0.00000,257.95299,28.84097,0.66789,0.50307,-0.47630,0.66789
3.30000,257.37263,29.72752,0.00000,257.61040,29.53350,0.71214,0.23777,-0.19402,0.71214
3.35000,257.29427,30.13593,0.00000,257.52047,29.69740,0.87254,0.22621,-0.43854,0.87254
3.40000,257.21484,30.54248,0.00000,257.56193,29.57974,-0.02402,0.34709,-0.96275,-0.02402
3.45000,257.13435,30.94715,0.00000,257.24186,30.10219,0.19689,0.10751,-0.84497,0.19689
3.50000,257.05280,31.34991,0.00000,257.36146,30.95762,0.15075,0.30866,-0.39230,0.15075
3.55000,256.97020,31.75074,0.00000,257.35443,31.09247,0.36296,0.38423,-0.65827,0.36296
3.60000,256.88656,32.14961,0.00000,257.14499,30.81079,-0.53566,0.25843,-1.33882,-0.53566
3.65000,256.80187,32.54649,0.00000,257.44394,31.39516,-0.46287,0.64206,-1.15133,-0.46287
3.70000,256.71615,32.94137,0.00000,256.88966,32.00324,-0.19789,0.17351,-0.93813,-0.19789
3.75000,256.62939,33.33421,0.00000,257.04542,32.53533,-0.02805,0.41603,-0.79888,-0.02805
3.80000,256.54161,33.72500,0.00000,256.73257,32.77669,0.06055,0.19096,-0.94831,0.06055
3.85000,256.45281,34.11371,0.00000,256.53616,33.54899,0.38313,0.08335,-0.56472,0.38313
3.90000,256.36299,34.50032,0.00000,256.50927,33.75416,0.25496,0.14628,-0.74616,0.25496
3.95000,256.27217,34.88479,0.00000,256.43318,33.30073,-0.46493,0.16101,-1.58406,-0.46493
4.00000,256.18034,35.26712,0.00000,256.65945,34.23900,-0.09359,0.47911,-1.02812,-0.09359
4.05000,256.08751,35.64726,0.00000,256.36968,35.08877,0.04610,0.28217,-0.55849,0.04610
4.10000,255.99369,36.02521,0.00000,256.30935,35.69840,0.17373,0.31566,-0.32682,0.17373
4.15000,255.89889,36.40094,0.00000,256.13512,35.85434,0.34404,0.23623,-0.54660,0.34404
