t_s,ref_x_mm,ref_y_mm,ref_psi_deg,pose_x_mm,pose_y_mm,pose_psi_deg,err_x_mm,err_y_mm,err_psi_deg
0.00000,240.00000,0.00000,0.00000,270.00000,0.00000,0.00000,30.00000,0.00000,0.00000
0.20000,240.00000,0.00000,0.94232,270.00000,0.00000,0.00000,30.00000,0.00000,-0.94232
0.40000,240.00000,0.00000,1.88372,269.99894,0.00764,0.46384,29.99894,0.00764,-1.41987
0.60000,240.00000,0.00000,2.82325,269.95649,0.01562,1.18344,29.95649,0.01562,-1.63981
0.80000,240.00000,0.00000,3.76000,263.91737,-0.61570,4.24920,23.91737,-0.61570,0.48920
1.00000,240.00000,0.00000,4.69303,236.93962,-2.73746,12.45576,-3.06038,-2.73746,7.76272
1.20000,240.00000,0.00000,5.62144,242.72533,-1.34965,7.40850,2.72533,-1.34965,1.78707
1.40000,240.00000,0.00000,6.54430,237.97151,-1.17975,8.01267,-2.02849,-1.17975,1.46837
1.60000,240.00000,0.00000,7.46070,241.52895,-0.42160,6.41861,1.52895,-0.42160,-1.04208
1.80000,240.00000,0.00000,8.36973,239.02834,-0.42271,7.50244,-0.97166,-0.42271,-0.86729
2.00000,240.00000,0.00000,9.27051,240.46963,-0.11458,7.53519,0.46963,-0.11458,-1.73532
2.20000,240.00000,0.00000,10.16214,239.77120,-0.09249,8.44224,-0.22880,-0.09249,-1.71990
2.40000,240.00000,0.00000,11.04374,240.01130,-0.01041,9.14135,0.01130,-0.01041,-1.90239
2.60000,240.00000,0.00000,11.91444,239.94016,0.01510,9.99701,-0.05984,0.01510,-1.91742
2.80000,240.00000,0.00000,12.77338,239.94652,0.03486,10.85623,-0.05348,0.03486,-1.91715
3.00000,240.00000,0.00000,13.61971,239.94061,0.04457,11.72907,-0.05939,0.04457,-1.89065
3.20000,240.00000,0.00000,14.45261,239.93585,0.04915,12.59982,-0.06415,0.04915,-1.85279
3.40000,240.00000,0.00000,15.27124,239.93106,0.05057,13.46264,-0.06894,0.05057,-1.80860
3.60000,240.00000,0.00000,16.07480,239.92634,0.05009,14.31377,-0.07366,0.05009,-1.76104
3.80000,240.00000,0.00000,16.86250,239.92177,0.04850,15.15079,-0.07823,0.04850,-1.71171
4.00000,240.00000,0.00000,17.63356,239.91747,0.04626,15.97198,-0.08253,0.04626,-1.66158
4.20000,240.00000,0.00000,18.38721,239.91354,0.04363,16.77586,-0.08646,0.04363,-1.61135
4.40000,240.00000,0.00000,19.12272,239.91015,0.04075,17.55789,-0.08985,0.04075,-1.56483
4.60000,240.00000,0.00000,19.83936,239.90722,0.03772,18.31756,-0.09278,0.03772,-1.52179
4.80000,240.00000,0.00000,20.53641,239.90478,0.03472,19.05654,-0.09522,0.03472,-1.47988
5.00000,240.00000,0.00000,21.21320,239.90292,0.03181,19.77532,-0.09708,0.03181,-1.43788
5.20000,240.00000,0.00000,21.86906,239.90177,0.02904,20.47386,-0.09823,0.02904,-1.39520
5.40000,240.00000,0.00000,22.50333,239.90144,0.02642,21.15179,-0.09856,0.02642,-1.35155
5.60000,240.00000,0.00000,23.11540,239.90202,0.02395,21.80861,-0.09798,0.02395,-1.30678
5.80000,240.00000,0.00000,23.70465,239.90361,0.02169,22.44379,-0.09639,0.02169,-1.26086
6.00000,240.00000,0.00000,24.27051,239.90632,0.01962,23.05671,-0.09368,0.01962,-1.21380
6.20000,240.00000,0.00000,24.81242,239.91025,0.01778,23.64680,-0.08975,0.01778,-1.16561
6.40000,240.00000,0.00000,25.32984,239.91556,0.01615,24.21348,-0.08444,0.01615,-1.11636
6.60000,240.00000,0.00000,25.82226,239.92245,0.01477,24.75618,-0.07755,0.01477,-1.06608
6.80000,240.00000,0.00000,26.28920,239.93130,0.01369,25.27433,-0.06870,0.01369,-1.01488
7.00000,240.00000,0.00000,26.73020,239.94299,0.01299,25.76730,-0.05701,0.01299,-0.96290
7.20000,240.00000,0.00000,27.14481,239.95338,0.01234,26.23584,-0.04662,0.01234,-0.90898
7.40000,240.00000,0.00000,27.53264,239.96019,0.01165,26.67892,-0.03981,0.01165,-0.85372
7.60000,240.00000,0.00000,27.89329,239.96473,0.01116,27.09514,-0.03527,0.01116,-0.79815
7.80000,240.00000,0.00000,28.22642,239.96803,0.01074,27.48425,-0.03197,0.01074,-0.74218
8.00000,240.00000,0.00000,28.53170,239.97071,0.01035,27.84604,-0.02929,0.01035,-0.68566
8.20000,240.00000,0.00000,28.80881,239.97309,0.00991,28.18026,-0.02691,0.00991,-0.62855
8.40000,240.00000,0.00000,29.05749,239.97534,0.00940,28.48664,-0.02466,0.00940,-0.57085
8.60000,240.00000,0.00000,29.27750,239.97753,0.00885,28.76490,-0.02247,0.00885,-0.51260
8.80000,240.00000,0.00000,29.46862,239.97970,0.00827,29.01477,-0.02030,0.00827,-0.45385
9.00000,240.00000,0.00000,29.63065,239.98185,0.00754,29.23597,-0.01815,0.00754,-0.39468
9.20000,240.00000,0.00000,29.76344,239.98399,0.00679,29.42832,-0.01601,0.00679,-0.33512
9.40000,240.00000,0.00000,29.86686,239.98613,0.00602,29.59161,-0.01387,0.00602,-0.27525
9.60000,240.00000,0.00000,29.94080,239.98824,0.00521,29.72569,-0.01176,0.00521,-0.21511
9.80000,240.00000,0.00000,29.98520,239.99034,0.00434,29.83042,-0.00966,0.00434,-0.15478
10.00000,240.00000,0.00000,30.00000,239.99241,0.00351,29.90571,-0.00759,0.00351,-0.09429
10.20000,240.00000,0.00000,29.98520,239.99445,0.00254,29.95144,-0.00555,0.00254,-0.03376
10.40000,240.00000,0.00000,29.94080,239.99642,0.00169,29.96759,-0.00358,0.00169,0.02679
10.60000,240.00000,0.00000,29.86686,239.99824,0.00091,29.95397,-0.00176,0.00091,0.08711
10.80000,240.00000,0.00000,29.76344,240.00061,-0.00042,29.91113,0.00061,-0.00042,0.14768
11.00000,240.00000,0.00000,29.63065,240.00274,-0.00146,29.83940,0.00274,-0.00146,0.20875
11.20000,240.00000,0.00000,29.46862,240.00465,-0.00241,29.73781,0.00465,-0.00241,0.26919
11.40000,240.00000,0.00000,29.27750,240.00643,-0.00329,29.60668,0.00643,-0.00329,0.32918
11.60000,240.00000,0.00000,29.05749,240.00815,-0.00412,29.44630,0.00815,-0.00412,0.38880
11.80000,240.00000,0.00000,28.80881,240.00981,-0.00498,29.25687,0.00981,-0.00498,0.44806
12.00000,240.00000,0.00000,28.53170,240.01144,-0.00578,29.03862,0.01144,-0.00578,0.50692
12.20000,240.00000,0.00000,28.22642,240.01301,-0.00656,28.79175,0.01301,-0.00656,0.56533
12.40000,240.00000,0.00000,27.89329,240.01452,-0.00730,28.51651,0.01452,-0.00730,0.62322
12.60000,240.00000,0.00000,27.53264,240.01597,-0.00803,28.21317,0.01597,-0.00803,0.68053
12.80000,240.00000,0.00000,27.14481,240.01737,-0.00861,27.88203,0.01737,-0.00861,0.73722
13.00000,240.00000,0.00000,26.73020,240.01870,-0.00919,27.52342,0.01870,-0.00919,0.79323
13.20000,240.00000,0.00000,26.28920,240.01996,-0.00970,27.13769,0.01996,-0.00970,0.84849
13.40000,240.00000,0.00000,25.82226,240.02115,-0.01015,26.72521,0.02115,-0.01015,0.90295
13.60000,240.00000,0.00000,25.32984,240.02228,-0.01051,26.28641,0.02228,-0.01051,0.95657
13.80000,240.00000,0.00000,24.81242,240.02333,-0.01081,25.82170,0.02333,-0.01081,1.00929
14.00000,240.00000,0.00000,24.27051,240.02431,-0.01099,25.33156,0.02431,-0.01099,1.06105
14.20000,240.00000,0.00000,23.70465,240.02523,-0.01111,24.81645,0.02523,-0.01111,1.11180
14.40000,240.00000,0.00000,23.11540,240.02607,-0.01114,24.27690,0.02607,-0.01114,1.16150
14.60000,240.00000,0.00000,22.50333,240.02685,-0.01107,23.71342,0.02685,-0.01107,1.21009
14.80000,240.00000,0.00000,21.86906,240.02755,-0.01096,23.12658,0.02755,-0.01096,1.25752
15.00000,240.00000,0.00000,21.21320,240.02820,-0.01068,22.51695,0.02820,-0.01068,1.30374
15.20000,240.00000,0.00000,20.53641,240.02877,-0.01036,21.88513,0.02877,-0.01036,1.34871
15.40000,240.00000,0.00000,19.83936,240.02929,-0.00994,21.23174,0.02929,-0.00994,1.39239
15.60000,240.00000,0.00000,19.12272,240.02973,-0.00944,20.55743,0.02973,-0.00944,1.43471
15.80000,240.00000,0.00000,18.38721,240.03012,-0.00884,19.86286,0.03012,-0.00884,1.47565
16.00000,240.00000,0.00000,17.63356,240.03045,-0.00813,19.14871,0.03045,-0.00813,1.51515
16.20000,240.00000,0.00000,16.86250,240.03072,-0.00736,18.41568,0.03072,-0.00736,1.55318
16.40000,240.00000,0.00000,16.07480,240.03093,-0.00650,17.66450,0.03093,-0.00650,1.58969
16.60000,240.00000,0.00000,15.27124,240.03109,-0.00557,16.89589,0.03109,-0.00557,1.62465
